DSS File:	M:\General\DonJ\backwater\Fish\LatestYBW2.dss
Stage Elevatopn Path:	/BIG SUNFLOWER/ANGUILLA/ELEV/01MAR1949/1DAY/BSMREC/
Stage Area Path:	/BIG SUNFLOWER/ANGUILLA/ELEV-AREA//STAGE AREA CURVE/2YR_PRO/
Time Window:	3/1 - 6/30
Duration: 8 Days
Min Spawning Depth: 1 Feet
Max Rearing Depth: 10 Feet
Min Rearing Depth: 0 Feet
Max Rearing Depth: 2 Feet
Count Orphaned Areas: false
Count Deep Areas true

Year	Stage	Total	Restricted	Spawning
		Rearing	Rearing
5/9/1961	87.4	1,762.2	203.0	894.0
5/10/1961	87.3	1,752.7	203.0	903.5
5/11/1961	87.2	1,744.3	203.0	912.0
5/12/1961	87.3	1,752.8	203.0	912.0
5/13/1961	87.3	1,758.1	203.0	912.0
5/14/1961	87.4	1,763.0	203.0	912.0
5/15/1961	87.7	1,791.4	203.0	912.0
5/16/1961	88.0	1,819.2	203.0	912.0
5/17/1961	88.4	1,895.8	235.0	912.0
5/18/1961	88.9	1,983.2	273.9	912.0
5/19/1961	89.1	2,037.4	306.0	918.9
5/20/1961	89.3	2,110.2	358.0	936.0
5/21/1961	89.5	2,190.8	415.5	955.0
5/22/1961	90.1	2,419.1	575.5	1,021.8
5/23/1961	90.7	2,761.2	801.9	1,179.7
5/24/1961	91.1	2,967.6	930.6	1,282.4
5/25/1961	91.5	3,300.7	1,109.1	1,476.3
5/26/1961	91.6	3,393.2	1,158.7	1,530.2
5/27/1961	91.8	3,527.6	1,230.8	1,608.5
5/28/1961	92.1	3,725.7	1,332.2	1,728.4
5/29/1961	92.3	3,984.1	1,450.0	1,898.9
5/30/1961	92.6	4,262.7	1,577.1	2,082.8
5/31/1961	92.9	4,577.5	1,720.7	2,290.6
6/1/1961	93.2	4,967.0	1,880.9	2,066.2
6/2/1961	93.4	5,199.9	1,973.7	1,790.0
6/3/1961	93.5	5,300.0	2,013.6	1,450.1
6/4/1961	93.5	5,290.4	2,009.8	1,129.4
6/5/1961	93.4	5,167.3	1,960.7	861.7
6/6/1961	93.2	4,883.6	1,847.7	623.2
6/7/1961	92.9	4,596.5	1,729.3	487.8
6/8/1961	92.7	4,326.3	1,606.1	386.1
6/9/1961	92.3	3,988.0	1,451.8	281.8
6/10/1961	91.8	3,544.6	1,239.9	177.5
6/11/1961	91.2	3,095.0	998.8	95.5
6/12/1961	90.6	2,686.3	752.3	27.3
6/13/1961	89.7	2,264.6	468.2	115.8
6/14/1961	88.7	1,960.2	263.7	215.5
6/15/1961	87.5	1,770.3	203.0	344.5
6/16/1961	86.1	1,631.4	202.1	482.9
6/17/1961	84.6	1,478.8	203.0	635.9
6/18/1961	83.2	1,336.9	202.2	694.8
6/19/1961	81.9	1,202.4	203.0	762.2
6/20/1961	82.1	1,221.2	202.9	711.5
6/21/1961	83.8	1,400.7	202.8	447.1
6/22/1961	83.7	1,386.3	202.7	422.3
6/23/1961	82.8	1,295.0	202.2	494.4
6/24/1961	81.9	1,202.9		
6/25/1961	81.1	1,120.4		
6/26/1961	80.4	1,052.8		
6/27/1961	80.1	1,020.8		
6/28/1961	79.2	935.0		
6/29/1961	78.8	896.0		
6/30/1961	78.7	877.7		
3/1/1962	91.5	3,321.9	1,120.5	731.9
3/2/1962	91.6	3,378.7	1,151.0	724.4
3/3/1962	91.5	3,287.1	1,101.8	736.6
3/4/1962	91.2	3,036.9	967.7	769.8
3/5/1962	90.7	2,723.5	776.9	821.3
3/6/1962	90.3	2,525.3	645.7	858.5
3/7/1962	89.9	2,313.3	503.0	902.9
3/8/1962	89.4	2,158.1	392.2	947.3
3/9/1962	90.5	2,610.0	701.8	1,109.9
3/10/1962	91.1	3,009.5	953.0	1,306.8
3/11/1962	93.1	4,731.7	1,787.2	1,498.4
3/12/1962	93.3	5,003.5	1,895.5	1,451.1
3/13/1962	93.1	4,785.2	1,808.5	1,465.1
3/14/1962	92.8	4,502.3	1,686.3	1,491.3
3/15/1962	92.6	4,238.7	1,566.1	1,517.9
3/16/1962	92.2	3,894.8	1,409.3	1,526.2
3/17/1962	92.1	3,743.9	1,340.5	1,515.7
3/18/1962	91.8	3,548.0	1,241.7	1,518.2
3/19/1962	91.8	3,512.5	1,222.7	1,504.7
3/20/1962	91.8	3,507.6	1,220.1	1,489.8
3/21/1962	91.9	3,586.6	1,262.4	1,466.3
3/22/1962	91.8	3,520.0	1,226.7	1,464.6
3/23/1962	91.7	3,470.6	1,200.2	1,462.6
3/24/1962	91.7	3,434.6	1,180.9	1,465.0
3/25/1962	91.7	3,405.1	1,165.1	1,468.9
3/26/1962	91.6	3,379.7	1,151.5	1,472.3
3/27/1962	91.6	3,357.9	1,139.8	1,475.2
3/28/1962	91.6	3,339.7	1,130.1	1,477.6
3/29/1962	91.6	3,325.0	1,122.2	1,479.5
3/30/1962	91.5	3,313.0	1,115.7	1,481.1
3/31/1962	91.5	3,309.7	1,114.0	1,481.6
4/1/1962	91.6	3,323.6	1,121.4	1,489.7
4/2/1962	91.6	3,337.5	1,128.9	1,497.8
4/3/1962	91.6	3,350.7	1,136.0	1,505.5
4/4/1962	91.6	3,363.5	1,142.8	1,512.9
4/5/1962	91.6	3,375.4	1,149.2	1,519.8
4/6/1962	91.7	3,453.5	1,191.1	1,565.3
4/7/1962	91.9	3,576.3	1,256.9	1,636.8
4/8/1962	91.9	3,626.0	1,283.6	1,665.7
4/9/1962	92.0	3,652.0	1,297.5	1,680.9
4/10/1962	92.0	3,682.8	1,312.7	1,700.1
4/11/1962	92.1	3,726.4	1,332.6	1,728.9
4/12/1962	93.0	4,646.5	1,752.1	2,336.1
4/13/1962	93.7	5,596.8	2,131.8	2,891.1
4/14/1962	94.1	6,063.0	2,312.0	2,651.9
4/15/1962	94.4	6,588.4	2,499.1	2,531.7
4/16/1962	94.6	6,793.2	2,572.0	2,416.4
4/17/1962	94.3	6,344.6	2,412.3	2,349.3
4/18/1962	94.2	6,192.5	2,358.1	2,348.4
4/19/1962	93.8	5,721.4	2,181.5	2,305.7
4/20/1962	93.6	5,446.8	2,072.1	2,250.5
4/21/1962	93.4	5,189.0	1,969.4	2,271.3
4/22/1962	93.3	5,080.2	1,926.0	2,250.0
4/23/1962	93.2	4,951.2	1,874.6	2,138.1
4/24/1962	93.1	4,829.5	1,826.1	2,147.9
4/25/1962	93.1	4,815.8	1,820.7	2,117.8
4/26/1962	93.0	4,718.9	1,782.1	1,940.8
4/27/1962	93.0	4,619.3	1,739.7	1,754.8
4/28/1962	93.0	4,689.1	1,770.2	1,675.9
4/29/1962	92.9	4,579.8	1,721.7	1,511.2
4/30/1962	92.8	4,419.1	1,648.4	1,289.3
5/1/1962	93.1	4,755.1	1,796.5	1,023.8
5/2/1962	92.7	4,378.1	1,629.7	857.6
5/3/1962	92.5	4,135.3	1,519.0	720.1
5/4/1962	92.2	3,878.9	1,402.1	585.8
5/5/1962	92.1	3,783.9	1,358.8	493.4
5/6/1962	91.8	3,546.4	1,240.9	404.9
5/7/1962	91.4	3,213.3	1,062.3	305.2
5/8/1962	91.0	2,885.0	883.7	179.6
5/9/1962	90.4	2,572.9	677.2	97.9
5/10/1962	89.9	2,313.9	503.4	13.5
5/11/1962	89.0	2,006.6	284.4	0.0
5/12/1962	88.0	1,822.3	203.0	0.0
5/13/1962	86.8	1,706.8	202.8	0.0
5/14/1962	85.4	1,562.2	202.6	29.7
5/15/1962	83.7	1,392.5	202.7	127.7
5/16/1962	82.4	1,251.7	202.6	209.8
5/17/1962	81.0	1,115.0	203.0	303.5
5/18/1962	79.6	977.2	202.4	360.8
5/19/1962	78.6	869.6	203.0	332.3
5/20/1962	77.6	773.6	202.6	324.8
5/21/1962	76.7	679.9	202.3	321.1
5/22/1962	76.0	607.5	203.0	317.4
5/23/1962	75.4	550.0	203.0	313.7
5/24/1962	75.0	506.5	203.0	313.7
5/25/1962	74.6	462.3	202.6	313.7
5/26/1962	74.3	433.6	202.3	313.7
5/27/1962	74.2	426.1	202.2	313.7
5/28/1962	74.2	422.3	202.2	313.7
5/29/1962	74.1	418.5	202.1	313.7
5/30/1962	74.1	414.8	202.1	313.7
5/31/1962	78.8	890.3	203.0	708.4
6/1/1962	80.3	1,040.5	202.3	681.1
6/2/1962	79.6	974.1	202.4	708.4
6/3/1962	79.1	925.8	202.9	708.4
6/4/1962	78.8	890.3	203.0	708.4
6/5/1962	78.4	854.8	203.0	708.4
6/6/1962	78.1	819.2	203.0	708.4
6/7/1962	78.0	810.4	203.0	708.4
6/8/1962	78.1	820.7	203.0	718.8
6/9/1962	78.9	906.2	203.0	740.6
6/10/1962	78.8	886.9	203.0	712.4
6/11/1962	78.5	857.4	203.0	691.6
6/12/1962	78.8	896.5	203.0	641.2
6/13/1962	79.0	915.4	203.0	600.9
6/14/1962	79.0	907.9	203.0	560.7
6/15/1962	78.6	874.7	203.0	533.8
6/16/1962	78.3	842.3	203.0	483.5
6/17/1962	78.0	814.4	203.0	423.7
6/18/1962	77.8	793.5	202.8	402.1
6/19/1962	77.3	742.5	202.3	370.2
6/20/1962	76.9	701.9	202.1	349.8
6/21/1962	76.5	661.7	202.5	332.3
6/22/1962	76.3	634.8	202.7	332.3
6/23/1962	75.8	584.7	203.0	332.3
6/24/1962	75.2	525.5		
6/25/1962	75.0	504.0		
6/26/1962	74.7	471.8		
6/27/1962	74.5	451.3		
6/28/1962	74.3	433.6		
6/29/1962	74.3	433.6		
6/30/1962	74.3	440.3		
3/1/1963	74.0	407.2	202.0	306.2
3/2/1963	74.0	407.2	202.0	306.2
3/3/1963	74.0	407.2	202.0	306.2
3/4/1963	74.0	407.2	202.0	306.2
3/5/1963	74.1	414.8	202.1	313.7
3/6/1963	78.1	821.4	203.0	719.5
3/7/1963	81.0	1,118.2	203.0	912.0
3/8/1963	82.3	1,242.8	202.7	793.8
3/9/1963	82.4	1,254.5	202.6	782.0
3/10/1963	81.9	1,205.9	203.0	830.8
3/11/1963	81.1	1,125.4	203.0	912.0
3/12/1963	81.9	1,209.5	203.0	912.0
3/13/1963	83.4	1,356.7	202.4	912.0
3/14/1963	84.9	1,512.9	203.0	912.0
3/15/1963	85.4	1,562.3	202.6	868.3
3/16/1963	85.3	1,551.4	202.7	879.2
3/17/1963	85.0	1,518.6	203.0	912.0
3/18/1963	85.1	1,532.7	202.9	912.0
3/19/1963	85.3	1,554.3	202.7	912.0
3/20/1963	85.7	1,589.7	202.3	912.0
3/21/1963	86.0	1,621.0	202.0	912.0
3/22/1963	86.3	1,648.5	202.3	912.0
3/23/1963	86.5	1,673.0	202.5	912.0
3/24/1963	86.8	1,697.5	202.8	912.0
3/25/1963	87.0	1,719.9	203.0	912.0
3/26/1963	87.2	1,741.2	203.0	912.0
3/27/1963	87.4	1,763.4	203.0	912.0
3/28/1963	87.6	1,783.6	203.0	912.0
3/29/1963	87.8	1,802.8	203.0	912.0
3/30/1963	88.0	1,821.0	203.0	912.0
3/31/1963	88.1	1,847.9	213.7	912.0
4/1/1963	88.3	1,877.4	226.8	912.0
4/2/1963	88.4	1,903.1	238.3	912.0
4/3/1963	88.6	1,927.0	248.9	912.0
4/4/1963	88.7	1,949.1	258.8	912.0
4/5/1963	88.8	1,967.5	267.0	912.0
4/6/1963	88.9	1,987.8	276.0	912.0
4/7/1963	89.0	2,011.5	287.5	886.8
4/8/1963	89.2	2,061.0	322.8	783.6
4/9/1963	89.3	2,110.4	358.1	657.5
4/10/1963	89.4	2,156.3	390.8	511.0
4/11/1963	89.5	2,198.6	421.1	168.7
4/12/1963	89.6	2,216.3	433.7	0.0
4/13/1963	89.3	2,117.4	363.1	0.0
4/14/1963	88.8	1,963.8	265.3	0.0
4/15/1963	87.9	1,811.9	203.0	0.0
4/16/1963	86.8	1,700.6	202.8	0.0
4/17/1963	85.5	1,566.5	202.5	0.0
4/18/1963	82.2	1,236.2	202.8	72.2
4/19/1963	78.4	852.5	203.0	295.4
4/20/1963	76.4	649.5	202.6	287.8
4/21/1963	74.6	469.1	202.6	287.8
4/22/1963	74.1	414.8	202.1	287.8
4/23/1963	74.0	403.5	202.0	287.8
4/24/1963	73.9	396.4	202.1	287.8
4/25/1963	73.9	396.4	202.1	287.8
4/26/1963	73.9	396.4	202.1	287.8
4/27/1963	73.8	388.8	202.2	287.8
4/28/1963	73.8	388.8	202.2	287.8
4/29/1963	73.9	399.8	202.1	298.8
4/30/1963	74.3	440.3	202.3	338.9
5/1/1963	75.4	550.3	203.0	448.7
5/2/1963	76.9	702.8	202.1	597.6
5/3/1963	77.7	783.4	202.7	527.7
5/4/1963	78.0	810.4	203.0	470.8
5/5/1963	77.7	783.4	202.7	404.5
5/6/1963	77.6	766.0	202.6	349.8
5/7/1963	77.6	770.3	202.6	328.6
5/8/1963	77.3	739.4	202.3	317.4
5/9/1963	76.9	698.6	202.1	309.9
5/10/1963	76.2	628.7	202.8	302.5
5/11/1963	75.6	572.2	203.0	298.8
5/12/1963	75.0	506.5	203.0	295.4
5/13/1963	74.5	451.3	202.5	295.4
5/14/1963	74.2	429.8	202.2	287.8
5/15/1963	74.1	418.5	202.1	277.7
5/16/1963	74.1	411.0	202.1	277.7
5/17/1963	74.0	403.5	202.0	277.7
5/18/1963	73.9	399.8	202.1	267.6
5/19/1963	73.9	396.4	202.1	267.6
5/20/1963	73.9	396.4	202.1	267.6
5/21/1963	73.8	388.8	202.2	267.6
5/22/1963	73.7	378.7	202.3	267.6
5/23/1963	73.7	378.7	202.3	267.6
5/24/1963	73.7	378.7	202.3	267.6
5/25/1963	73.6	368.6	202.4	267.6
5/26/1963	73.7	378.7	202.3	277.7
5/27/1963	73.7	378.7	202.3	277.7
5/28/1963	73.7	378.7	202.3	277.7
5/29/1963	73.8	388.8	202.2	277.7
5/30/1963	73.8	388.8	202.2	277.7
5/31/1963	73.7	378.7	202.3	277.7
6/1/1963	73.7	378.7	202.3	267.6
6/2/1963	73.8	388.8	202.2	267.6
6/3/1963	73.7	378.7	202.3	257.5
6/4/1963	73.7	378.7	202.3	257.5
6/5/1963	73.7	378.7	202.3	257.5
6/6/1963	73.7	378.7	202.3	247.4
6/7/1963	73.7	378.7	202.3	247.4
6/8/1963	73.6	368.6	202.4	247.4
6/9/1963	73.6	368.6	202.4	247.4
6/10/1963	73.5	358.5	202.5	247.4
6/11/1963	73.5	358.5	202.5	247.4
6/12/1963	73.5	358.5	202.5	247.4
6/13/1963	73.4	348.4	202.6	247.4
6/14/1963	73.4	348.4	202.6	247.4
6/15/1963	73.4	348.4	202.6	247.4
6/16/1963	73.4	348.4	202.6	247.4
6/17/1963	73.7	378.7	202.3	277.7
6/18/1963	73.9	396.4	202.1	287.8
6/19/1963	73.8	388.8	202.2	287.8
6/20/1963	74.0	403.5	202.0	302.5
6/21/1963	74.1	411.0	202.1	309.9
6/22/1963	74.7	473.4	202.7	325.1
6/23/1963	75.9	594.5	203.0	315.6
6/24/1963	75.9	595.1		
6/25/1963	75.6	572.6		
6/26/1963	75.4	549.7		
6/27/1963	75.0	504.0		
6/28/1963	74.4	446.9		
6/29/1963	74.2	426.4		
6/30/1963	74.1	416.7		
3/1/1964	74.0	403.9	202.0	302.9
3/2/1964	74.9	493.1	202.9	391.2
3/3/1964	83.9	1,406.0	202.9	912.0
3/4/1964	87.2	1,740.4	203.0	912.0
3/5/1964	89.2	2,073.6	331.8	684.2
3/6/1964	89.7	2,265.0	468.5	545.6
3/7/1964	89.4	2,164.9	397.0	497.0
3/8/1964	88.7	1,953.3	260.6	571.9
3/9/1964	87.8	1,802.8	203.0	664.4
3/10/1964	87.5	1,772.3	203.0	695.1
3/11/1964	87.5	1,772.7	203.0	694.8
3/12/1964	86.9	1,716.9	202.9	751.0
3/13/1964	86.1	1,632.3	202.1	834.8
3/14/1964	85.3	1,554.9	202.7	912.0
3/15/1964	87.0	1,723.6	203.0	912.0
3/16/1964	88.9	1,986.7	275.5	763.2
3/17/1964	89.5	2,169.8	400.5	705.2
3/18/1964	89.3	2,111.4	358.8	721.9
3/19/1964	88.8	1,963.7	265.3	775.8
3/20/1964	88.3	1,879.1	227.6	822.2
3/21/1964	87.5	1,776.4	203.0	900.6
3/22/1964	87.4	1,765.1	203.0	912.0
3/23/1964	87.6	1,783.6	203.0	912.0
3/24/1964	87.9	1,817.9	203.0	912.0
3/25/1964	88.2	1,870.0	223.5	912.0
3/26/1964	88.6	1,925.2	248.1	912.0
3/27/1964	88.9	1,982.2	273.5	912.0
3/28/1964	89.1	2,046.8	312.7	921.1
3/29/1964	89.3	2,121.0	365.6	938.6
3/30/1964	89.5	2,198.6	421.1	955.0
3/31/1964	89.7	2,248.0	456.4	882.0
4/1/1964	89.9	2,311.6	501.7	810.0
4/2/1964	90.1	2,393.6	558.6	750.3
4/3/1964	90.0	2,371.9	544.2	712.5
4/4/1964	89.8	2,286.9	484.1	687.1
4/5/1964	89.6	2,226.9	441.2	668.7
4/6/1964	89.5	2,195.1	418.6	677.8
4/7/1964	89.2	2,082.1	337.9	710.1
4/8/1964	88.8	1,980.4	272.7	746.5
4/9/1964	88.5	1,908.6	240.7	785.9
4/10/1964	88.0	1,832.3	206.7	827.8
4/11/1964	87.6	1,780.3	203.0	876.5
4/12/1964	87.2	1,745.1	203.0	912.0
4/13/1964	89.3	2,097.1	348.6	933.0
4/14/1964	92.5	4,125.8	1,514.7	558.0
4/15/1964	92.7	4,334.8	1,610.0	491.4
4/16/1964	92.3	3,950.8	1,434.9	530.1
4/17/1964	91.6	3,394.8	1,159.6	572.6
4/18/1964	90.9	2,849.0	860.0	648.1
4/19/1964	90.2	2,478.4	614.7	717.6
4/20/1964	89.5	2,193.5	417.4	787.6
4/21/1964	89.0	2,001.5	282.1	844.2
4/22/1964	88.5	1,918.6	245.2	889.7
4/23/1964	88.5	1,920.0	245.8	888.9
4/24/1964	88.3	1,878.0	227.1	912.0
4/25/1964	90.5	2,632.3	716.5	1,120.2
4/26/1964	92.6	4,256.2	1,574.1	2,078.5
4/27/1964	94.9	7,393.9	2,785.9	4,343.5
4/28/1964	95.9	9,113.7	3,341.7	4,560.6
4/29/1964	96.1	9,418.9	3,362.8	3,744.1
4/30/1964	96.3	9,595.9	3,227.4	2,780.5
5/1/1964	96.3	9,606.0	3,219.7	2,090.1
5/2/1964	96.2	9,535.4	3,273.7	1,552.3
5/3/1964	96.0	9,370.4	3,399.9	1,178.9
5/4/1964	95.6	8,674.0	3,200.4	962.3
5/5/1964	95.2	7,769.5	2,909.8	820.8
5/6/1964	94.6	6,799.3	2,574.2	809.8
5/7/1964	93.8	5,632.8	2,146.2	751.7
5/8/1964	93.1	4,760.8	1,798.8	681.2
5/9/1964	92.4	4,047.1	1,478.8	637.4
5/10/1964	91.8	3,522.6	1,228.1	597.5
5/11/1964	91.3	3,164.8	1,036.3	566.3
5/12/1964	91.0	2,897.7	892.2	493.5
5/13/1964	90.8	2,788.3	819.8	384.6
5/14/1964	90.4	2,574.7	678.4	307.2
5/15/1964	90.0	2,356.9	534.1	226.5
5/16/1964	89.4	2,138.2	377.9	187.8
5/17/1964	88.7	1,954.3	261.1	154.8
5/18/1964	87.9	1,816.9	203.0	100.5
5/19/1964	86.9	1,709.0	202.9	101.0
5/20/1964	85.6	1,578.7	202.4	128.5
5/21/1964	84.4	1,461.8	203.0	147.6
5/22/1964	83.2	1,339.5	202.2	160.0
5/23/1964	82.2	1,238.1	202.8	172.9
5/24/1964	81.2	1,139.0	203.0	224.6
5/25/1964	79.9	1,005.3	202.1	324.8
5/26/1964	78.9	897.3	203.0	317.4
5/27/1964	77.9	796.0	202.9	309.9
5/28/1964	76.9	696.9	202.1	306.2
5/29/1964	75.8	587.5	203.0	306.2
5/30/1964	74.9	499.9	202.9	306.2
5/31/1964	74.5	451.3	202.5	306.2
6/1/1964	74.2	426.1	202.2	302.5
6/2/1964	74.1	418.5	202.1	298.8
6/3/1964	74.1	411.0	202.1	298.8
6/4/1964	74.0	407.2	202.0	295.4
6/5/1964	74.0	407.2	202.0	287.8
6/6/1964	74.0	407.2	202.0	287.8
6/7/1964	74.0	407.2	202.0	287.8
6/8/1964	74.0	403.5	202.0	277.7
6/9/1964	73.9	399.8	202.1	277.7
6/10/1964	73.9	399.8	202.1	277.7
6/11/1964	73.9	396.4	202.1	277.7
6/12/1964	73.8	388.8	202.2	277.7
6/13/1964	73.8	388.8	202.2	277.7
6/14/1964	73.8	388.8	202.2	277.7
6/15/1964	73.7	378.7	202.3	267.6
6/16/1964	73.7	378.7	202.3	267.6
6/17/1964	73.8	388.8	202.2	267.6
6/18/1964	73.8	388.8	202.2	267.6
6/19/1964	73.8	388.8	202.2	267.6
6/20/1964	73.8	388.8	202.2	257.5
6/21/1964	73.7	378.7	202.3	257.5
6/22/1964	73.6	368.6	202.4	257.5
6/23/1964	73.6	368.6	202.4	257.5
6/24/1964	73.6	368.6		
6/25/1964	73.6	368.6		
6/26/1964	73.6	368.6		
6/27/1964	73.5	358.5		
6/28/1964	73.5	358.5		
6/29/1964	73.5	358.5		
6/30/1964	73.5	358.5		
3/1/1965	89.1	2,053.6	317.6	637.7
3/2/1965	90.8	2,802.3	829.1	364.3
3/3/1965	91.1	3,013.5	955.2	234.9
3/4/1965	90.5	2,638.7	720.8	214.6
3/5/1965	89.6	2,233.8	446.2	250.2
3/6/1965	88.7	1,944.9	256.9	349.4
3/7/1965	87.6	1,779.8	203.0	460.5
3/8/1965	86.4	1,664.1	202.4	576.1
3/9/1965	85.4	1,561.1	202.6	678.7
3/10/1965	84.5	1,465.9	203.0	774.4
3/11/1965	83.6	1,381.3	202.6	859.1
3/12/1965	83.1	1,327.9	202.1	912.0
3/13/1965	83.8	1,399.2	202.8	912.0
3/14/1965	84.8	1,500.2	203.0	852.5
3/15/1965	85.3	1,552.3	202.7	729.5
3/16/1965	85.2	1,543.9	202.8	658.9
3/17/1965	84.9	1,507.1	203.0	622.9
3/18/1965	85.2	1,545.1	202.8	511.9
3/19/1965	85.1	1,534.0	202.9	504.1
3/20/1965	84.7	1,493.8	203.0	544.6
3/21/1965	84.2	1,441.3	203.0	597.5
3/22/1965	83.5	1,370.3	202.5	668.3
3/23/1965	82.7	1,290.8	202.3	747.3
3/24/1965	82.0	1,217.8	203.0	820.3
3/25/1965	81.3	1,145.7	203.0	893.1
3/26/1965	81.1	1,127.0	203.0	912.0
3/27/1965	85.4	1,562.4	202.6	912.0
3/28/1965	87.0	1,726.9	203.0	912.0
3/29/1965	87.4	1,764.8	203.0	912.0
3/30/1965	91.4	3,179.9	1,044.4	1,130.0
3/31/1965	93.0	4,707.3	1,777.4	677.1
4/1/1965	93.4	5,170.0	1,961.8	609.0
4/2/1965	93.2	4,939.6	1,870.0	506.5
4/3/1965	92.9	4,534.3	1,700.9	469.4
4/4/1965	92.4	4,113.0	1,508.9	473.4
4/5/1965	91.7	3,451.3	1,189.9	512.8
4/6/1965	90.8	2,782.5	815.9	589.7
4/7/1965	89.9	2,340.8	522.6	670.6
4/8/1965	89.8	2,281.7	480.4	687.5
4/9/1965	89.1	2,049.3	314.5	754.0
4/10/1965	88.5	1,915.2	243.6	816.8
4/11/1965	88.1	1,845.0	212.4	855.3
4/12/1965	87.8	1,801.5	203.0	889.5
4/13/1965	87.6	1,783.1	203.0	908.1
4/14/1965	87.6	1,779.3	203.0	912.0
4/15/1965	87.6	1,784.4	203.0	912.0
4/16/1965	87.8	1,804.9	203.0	909.1
4/17/1965	87.8	1,802.0	203.0	912.0
4/18/1965	88.0	1,830.9	206.1	912.0
4/19/1965	88.2	1,855.9	217.2	912.0
4/20/1965	88.5	1,912.5	242.4	912.0
4/21/1965	88.7	1,959.8	263.5	912.0
4/22/1965	88.9	1,991.8	277.8	909.8
4/23/1965	89.0	2,001.4	282.1	904.5
4/24/1965	89.0	1,998.9	280.9	905.9
4/25/1965	88.9	1,990.9	277.4	907.3
4/26/1965	89.0	2,000.6	281.7	857.5
4/27/1965	89.0	2,002.0	282.3	799.0
4/28/1965	89.0	2,004.3	283.4	735.5
4/29/1965	88.9	1,987.8	276.0	691.8
4/30/1965	89.1	2,025.7	297.6	593.9
5/1/1965	89.1	2,039.8	307.7	523.2
5/2/1965	88.9	1,982.2	273.5	424.6
5/3/1965	88.4	1,901.3	237.4	395.1
5/4/1965	87.8	1,808.8	203.0	375.1
5/5/1965	87.2	1,747.2	203.0	343.7
5/6/1965	86.7	1,694.4	202.7	353.3
5/7/1965	85.9	1,611.9	202.1	367.9
5/8/1965	85.2	1,545.2	202.8	336.8
5/9/1965	84.1	1,424.4	203.0	376.5
5/10/1965	83.3	1,349.8	202.3	406.7
5/11/1965	82.6	1,271.8	202.4	423.5
5/12/1965	81.6	1,178.6	203.0	418.0
5/13/1965	81.2	1,135.8	203.0	350.2
5/14/1965	80.5	1,068.4	202.5	361.8
5/15/1965	79.6	970.0	202.4	396.1
5/16/1965	78.8	888.2	203.0	396.1
5/17/1965	78.3	844.8	203.0	396.1
5/18/1965	77.7	784.0	202.7	396.1
5/19/1965	76.8	684.2	202.2	396.1
5/20/1965	75.7	573.6	203.0	377.4
5/21/1965	75.1	518.5	203.0	377.4
5/22/1965	74.9	498.0	202.9	377.4
5/23/1965	75.1	517.8	203.0	377.4
5/24/1965	75.4	546.4	203.0	377.4
5/25/1965	75.3	536.1	203.0	377.4
5/26/1965	75.0	502.0	203.0	377.4
5/27/1965	74.7	479.2	202.7	377.4
5/28/1965	76.1	619.8	202.9	375.1
5/29/1965	79.6	977.2	202.4	324.3
5/30/1965	80.5	1,062.2	202.5	268.4
5/31/1965	79.6	972.3	202.4	316.0
6/1/1965	78.4	847.4	203.0	312.7
6/2/1965	77.1	719.0	202.1	309.3
6/3/1965	75.8	584.7	203.0	306.1
6/4/1965	74.7	476.8	202.7	302.9
6/5/1965	74.2	425.5	202.2	302.7
6/6/1965	74.1	418.3	202.1	302.6
6/7/1965	74.1	417.1	202.1	302.6
6/8/1965	74.1	413.8	202.1	302.6
6/9/1965	74.1	410.4	202.1	302.6
6/10/1965	74.0	407.1	202.0	302.6
6/11/1965	74.0	403.9	202.0	302.6
6/12/1965	74.0	403.7	202.0	302.6
6/13/1965	74.0	403.6	202.0	302.6
6/14/1965	74.0	409.8	202.0	299.4
6/15/1965	74.8	482.0	202.8	295.4
6/16/1965	74.6	469.5	202.6	287.8
6/17/1965	74.3	434.3	202.3	277.7
6/18/1965	74.2	421.1	202.2	267.6
6/19/1965	74.1	413.3	202.1	267.6
6/20/1965	74.0	407.4	202.0	267.6
6/21/1965	74.0	400.4	202.0	267.6
6/22/1965	73.9	396.4	202.1	267.6
6/23/1965	73.8	388.8	202.2	267.6
6/24/1965	73.7	378.7		
6/25/1965	73.6	368.6		
6/26/1965	73.7	378.7		
6/27/1965	73.9	396.4		
6/28/1965	73.9	396.4		
6/29/1965	73.8	388.8		
6/30/1965	73.8	388.8		
3/1/1966	89.6	2,229.3	443.0	287.5
3/2/1966	88.8	1,967.7	267.1	253.3
3/3/1966	88.0	1,823.1	203.0	208.9
3/4/1966	87.7	1,796.4	203.0	121.5
3/5/1966	87.0	1,722.4	203.0	188.3
3/6/1966	86.0	1,624.8	202.0	95.6
3/7/1966	84.8	1,499.6	203.0	124.9
3/8/1966	83.5	1,364.3	202.5	170.4
3/9/1966	82.3	1,244.2	202.7	227.6
3/10/1966	81.1	1,120.9	203.0	291.9
3/11/1966	79.9	1,005.6	202.1	341.6
3/12/1966	79.8	997.6	202.2	320.3
3/13/1966	78.0	809.4	203.0	311.9
3/14/1966	77.0	712.3	202.0	305.7
3/15/1966	76.1	622.3	202.9	298.8
3/16/1966	75.5	560.3	203.0	298.8
3/17/1966	74.9	500.8	202.9	295.4
3/18/1966	74.4	443.0	202.4	287.8
3/19/1966	74.2	421.4	202.2	277.7
